Date,Hour,Demand,Temperature,Humidity,Wind Speed,rain/shower
2020-01-03,1,1872.24,18.108622,63.214874,2.803347,0.1
2020-01-03,2,1742.76,17.458302,63.577553,2.6631937,0.1
2020-01-03,3,1677.05,17.190289,63.768486,2.6056433,0.1
2020-01-03,4,1741.6,17.453484,63.58084,2.6621628,0.1
2020-01-03,5,2015.91,19.151287,62.878483,2.9738853,0.1
2020-01-03,6,2665.53,24.976852,61.371635,3.8124685,1.0
2020-01-03,7,3563.25,33.56812,58.613968,5.0968585,3.6
2020-01-03,8,4216.66,40.53886,54.788483,6.555531,3.4
2020-01-03,9,4555.21,43.637173,53.245537,7.2059264,3.4
2020-01-03,10,4735.02,45.10378,52.52961,7.513796,3.5
2020-01-03,11,4587.51,43.903893,53.113792,7.2621083,3.4
2020-01-03,12,4337.99,41.6676,54.225685,6.792352,3.4
2020-01-03,13,3803.02,36.084145,57.264175,5.6214004,3.6
2020-01-03,14,3584.54,33.746128,58.545143,5.1323757,3.7
2020-01-03,15,3412.38,32.28929,59.099358,4.84858,3.3
2020-01-03,16,3366.4,31.8391,59.239243,4.7847905,3.2
2020-01-03,17,3556.61,33.5126,58.635437,5.08578,3.6
2020-01-03,18,3795.72,36.00375,57.309547,5.604506,3.6
2020-01-03,19,3721.05,35.181366,57.773552,5.4316907,3.6
2020-01-03,20,3486.17,32.92364,58.863136,4.968267,3.5
2020-01-03,21,3242.35,30.624523,59.61667,4.6126966,2.8
2020-01-03,22,2984.88,28.10362,60.400013,4.255505,2.0
2020-01-03,23,2526.83,23.618837,61.793633,3.6200495,0.6
2020-01-04,0,2089.41,19.786165,62.729275,3.0659256,0.2
2020-01-04,1,1841.38,17.939463,63.300842,2.7667918,0.1
2020-01-04,2,1716.14,17.348295,63.653435,2.6396275,0.1
2020-01-04,3,1662.11,17.1299,63.81246,2.5926557,0.1
2020-01-04,4,1713.38,17.337137,63.661556,2.6372275,0.1
2020-01-04,5,1970.79,18.768873,62.97072,2.9180036,0.1
2020-01-04,6,2514.82,23.501245,61.830173,3.6033883,0.6
2020-01-04,7,3290.15,31.092531,59.471237,4.679009,2.9
2020-01-04,8,3866.59,36.784275,56.86915,5.7685256,3.5
2020-01-04,9,4114.17,39.51876,55.3249,6.3417296,3.4
2020-01-04,10,4244.72,40.799908,54.65832,6.6103,3.4
2020-01-04,11,4109.99,39.4725,55.351036,6.3320494,3.4
2020-01-04,12,3908.88,37.250042,56.606342,5.8664002,3.5
2020-01-04,13,3430.73,32.4601,59.04235,4.8757777,3.4
2020-01-04,14,3270.58,30.90092,59.530777,4.6518593,2.9
2020-01-04,15,3164.96,29.866796,59.852135,4.5053325,2.6
2020-01-04,16,3089.77,29.1306,60.080887,4.401021,2.3
2020-01-04,17,3253.03,30.72909,59.58418,4.6275125,2.8
2020-01-04,18,3532.2,33.308502,58.71434,5.045058,3.6
2020-01-04,19,3439.96,32.537273,59.01251,4.8911767,3.4
2020-01-04,20,3285.84,31.050337,59.484352,4.67303,2.9
2020-01-04,21,3061.07,28.849602,60.168213,4.361204,2.2
2020-01-04,22,2807.75,26.369337,60.93894,4.0097723,1.5
2020-01-04,23,2386.9,22.35583,62.12538,3.4384604,0.4
2020-01-05,0,1976.46,18.814344,62.958904,2.924807,0.1
2020-01-05,1,1747.21,17.476782,63.564964,2.66715,0.1
2020-01-05,2,1627.18,16.988708,63.91526,2.5622888,0.1
2020-01-05,3,1573.04,16.776169,64.07739,2.5199373,0.1
2020-01-05,4,1612.11,16.927792,63.95961,2.5491872,0.1
2020-01-05,5,1823.15,17.839533,63.351635,2.7451978,0.1
2020-01-05,6,2261.46,21.2723,62.380024,3.2813764,0.3
2020-01-05,7,2937.46,27.63933,60.544296,4.18972,1.9
2020-01-05,8,3543.21,33.400562,58.678745,5.0634255,3.6
2020-01-05,9,3933.21,37.518,56.455154,5.9227095,3.5
2020-01-05,10,4179.16,40.19,54.962418,6.4823375,3.4
2020-01-05,11,4167.51,40.081615,55.016464,6.4595966,3.4
2020-01-05,12,3970.8,37.93224,56.221397,6.0097136,3.5
2020-01-05,13,3474.03,32.82214,58.902378,4.9480147,3.4
2020-01-05,14,3282.55,31.01812,59.494354,4.668467,2.9
2020-01-05,15,3126.82,29.49336,59.96817,4.4524207,2.4
2020-01-05,16,3053.68,28.777243,60.190697,4.3509517,2.2
2020-01-05,17,3188.59,30.098154,59.78024,4.5381145,2.6
2020-01-05,18,3414.97,32.31465,59.09147,4.8521733,3.3
2020-01-05,19,3369.28,31.867298,59.23048,4.7887864,3.2
2020-01-05,20,3220.53,30.410875,59.683052,4.5824246,2.7
2020-01-05,21,2998.2,28.234037,60.359497,4.2739844,2.0
2020-01-05,22,2701.52,25.329233,61.262146,3.862398,1.1
2020-01-05,23,2299.54,21.601229,62.30272,3.329063,0.3
2020-01-06,0,1920.48,18.385832,63.08163,2.8589463,0.1
2020-01-06,1,1696.92,17.270601,63.71,2.622918,0.1
2020-01-06,2,1593.68,16.855864,64.01499,2.5350854,0.1
2020-01-06,3,1554.74,16.705462,64.13282,2.5066142,0.1
2020-01-06,4,1631.14,17.004713,63.903614,2.5657315,0.1
2020-01-06,5,1934.98,18.487833,63.04682,2.8755383,0.1
2020-01-06,6,2659.57,24.918499,61.38978,3.8042006,1.0
2020-01-06,7,3454.48,32.65868,58.96557,4.9154,3.4
2020-01-06,8,3977.41,38.005386,56.180054,6.025021,3.5
2020-01-06,9,4196.82,40.35429,54.8805,6.516806,3.4
2020-01-06,10,4367.56,41.9427,54.08853,6.8500695,3.4
2020-01-06,11,4357.64,41.850407,54.134537,6.8307076,3.4
2020-01-06,12,4138.75,39.790752,55.1712,6.3986506,3.4
2020-01-06,13,3697.05,34.917034,57.9227,5.3761463,3.6
2020-01-06,14,3596.6,33.846966,58.506165,5.1524954,3.7
2020-01-06,15,3506.58,33.09429,58.797157,5.002316,3.5
2020-01-06,16,3400.04,32.16847,59.136894,4.8314595,3.3
2020-01-06,17,3583.3,33.73576,58.54916,5.1303067,3.7
2020-01-06,18,3747.47,35.47234,57.609375,5.4928374,3.6
2020-01-06,19,3612.48,33.98562,58.448227,5.1804194,3.7
2020-01-06,20,3422.96,32.392883,59.06717,4.8632574,3.3
2020-01-06,21,3194.78,30.158758,59.761406,4.546702,2.6
2020-01-06,22,2881.94,27.095732,60.71322,4.1126957,1.7
2020-01-06,23,2421.08,22.651068,62.055992,3.481262,0.4
2020-01-07,0,2004.07,19.049017,62.90252,2.959058,0.1
2020-01-07,1,1765.25,17.551702,63.51391,2.6831856,0.1
2020-01-07,2,1663.33,17.13483,63.80887,2.5937157,0.1
2020-01-07,3,1622.16,16.968418,63.93004,2.5579257,0.1
2020-01-07,4,1682.48,17.212236,63.752502,2.6103647,0.1
2020-01-07,5,1994.58,18.967045,62.921783,2.9471745,0.1
2020-01-07,6,2724.42,25.553446,61.192467,3.8941684,1.2
2020-01-07,7,3542.49,33.394543,58.68108,5.062225,3.6
2020-01-07,8,4022.3,38.502132,55.899353,6.128976,3.4
2020-01-07,9,4223.12,40.598957,54.758507,6.568141,3.4
2020-01-07,10,4354.31,41.819424,54.149986,6.8242064,3.4
2020-01-07,11,4266.32,41.000854,54.55813,6.6524615,3.4
2020-01-07,12,4095.97,39.317364,55.438705,6.299581,3.4
2020-01-07,13,3705.03,35.004925,57.8731,5.3946147,3.6
2020-01-07,14,3570.16,33.625896,58.591637,5.108386,3.6
2020-01-07,15,3409.32,32.259335,59.108665,4.844335,3.3
2020-01-07,16,3380.09,31.973139,59.197594,4.803784,3.2
2020-01-07,17,3527.45,33.268787,58.72969,5.0371337,3.5
2020-01-07,18,3723.85,35.2122,57.75614,5.438171,3.6
2020-01-07,19,3574.61,33.663105,58.577255,5.115809,3.6
2020-01-07,20,3396.41,32.13293,59.147938,4.826424,3.3
2020-01-07,21,3169.22,29.9085,59.83917,4.511243,2.6
2020-01-07,22,2860.94,26.890118,60.777107,4.0835624,1.6
2020-01-07,23,2412.2,22.574364,62.07402,3.4701426,0.4
2020-01-08,0,2020.15,19.187914,62.869884,2.979195,0.1
2020-01-08,1,1754.92,17.508802,63.543144,2.6740031,0.1
2020-01-08,2,1637.3,17.029612,63.885483,2.5710866,0.1
2020-01-08,3,1592.06,16.84961,64.01988,2.533896,0.1
2020-01-08,4,1668.28,17.154839,63.79429,2.5980196,0.1
2020-01-08,5,1924.65,18.41204,63.070473,2.8636074,0.1
2020-01-08,6,2608.92,24.422579,61.543877,3.7339337,0.8
2020-01-08,7,3344.91,31.628689,59.304626,4.7549777,3.1
2020-01-08,8,3796.78,36.015423,57.302956,5.6069593,3.6
2020-01-08,9,3994.8,38.19782,56.071312,6.065293,3.5
2020-01-08,10,4224.67,40.61338,54.75132,6.5711665,3.4
2020-01-08,11,4279.18,41.120487,54.498474,6.677563,3.4
2020-01-08,12,4152.27,39.93984,55.08715,6.42985,3.4
2020-01-08,13,3871.03,36.83317,56.841545,5.7788014,3.5
2020-01-08,14,3754.15,35.54591,57.567867,5.5082974,3.6
2020-01-08,15,3641.52,34.305454,58.26776,5.247628,3.7
2020-01-08,16,3572.58,33.64613,58.58381,5.1124234,3.6
2020-01-08,17,3682.32,34.754803,58.01422,5.342054,3.7
2020-01-08,18,3775.96,35.786118,57.432327,5.558774,3.6
2020-01-08,19,3654.76,34.45127,58.185486,5.278271,3.7
2020-01-08,20,3453.03,32.646553,58.97027,4.912981,3.4
2020-01-08,21,3213.61,30.343126,59.70411,4.572824,2.7
2020-01-08,22,2904.46,27.316225,60.6447,4.1439385,1.8
2020-01-08,23,2438.54,22.801882,62.020554,3.503127,0.4
2020-01-09,0,2023.65,19.218145,62.862778,2.9835777,0.1
2020-01-09,1,1782.93,17.625124,63.46389,2.6989036,0.1
2020-01-09,2,1671.73,17.168787,63.784153,2.6010194,0.1
2020-01-09,3,1621.33,16.965063,63.93248,2.5572038,0.1
2020-01-09,4,1686.8,17.2297,63.73979,2.614121,0.1
2020-01-09,5,2015.17,19.144897,62.879982,2.9729586,0.1
2020-01-09,6,2798.06,26.27446,60.96842,3.9963293,1.4
2020-01-09,7,3629.54,34.17351,58.342216,5.2199016,3.7
2020-01-09,8,4136.2,39.76254,55.18715,6.3927455,3.4
2020-01-09,9,4419.2,42.423107,53.84899,6.9508634,3.4
2020-01-09,10,4623.43,44.200497,52.96729,7.324585,3.4
2020-01-09,11,4553.0,43.61893,53.254547,7.202083,3.4
2020-01-09,12,4278.66,41.11565,54.500885,6.6765475,3.4
2020-01-09,13,3776.91,35.79658,57.42643,5.5609727,3.6
2020-01-09,14,3646.68,34.36228,58.235703,5.2595716,3.7
2020-01-09,15,3578.36,33.694454,58.565125,5.1220655,3.6
2020-01-09,16,3529.85,33.288853,58.721947,5.041137,3.6
2020-01-09,17,3705.17,35.006466,57.872223,5.3949394,3.6
2020-01-09,18,3937.62,37.56657,56.427757,5.932915,3.5
2020-01-09,19,3854.14,36.647156,56.946507,5.7397118,3.5
2020-01-09,20,3658.26,34.489815,58.16374,5.2863717,3.7
2020-01-09,21,3448.32,32.607174,58.985485,4.905123,3.4
2020-01-09,22,3125.43,29.47975,59.972397,4.4504914,2.4
2020-01-09,23,2635.19,24.679792,61.46395,3.7703786,0.9
2020-01-10,0,2169.73,20.479954,62.56623,3.1665077,0.2
2020-01-10,1,1890.28,18.207506,63.16461,2.8247166,0.1
2020-01-10,2,1752.0,17.496675,63.551414,2.6714075,0.1
2020-01-10,3,1708.76,17.318464,63.675156,2.6332104,0.1
2020-01-10,4,1774.64,17.5907,63.48735,2.691533,0.1
2020-01-10,5,2110.42,19.967646,62.68663,3.092236,0.2
2020-01-10,6,2973.95,27.996605,60.43327,4.240343,2.0
2020-01-10,7,3676.53,34.691036,58.050205,5.3286552,3.7
2020-01-10,8,4114.54,39.522854,55.322586,6.342585,3.4
2020-01-10,9,4624.38,44.20834,52.96341,7.326237,3.4
2020-01-10,10,4821.53,45.73922,52.252747,7.6430235,3.5
2020-01-10,11,4654.02,44.453083,52.84252,7.377791,3.5
2020-01-10,12,4436.81,42.586933,53.767303,6.985236,3.4
2020-01-10,13,3906.27,37.221294,56.62257,5.8603597,3.5
2020-01-10,14,3661.55,34.526054,58.143295,5.293986,3.7
2020-01-10,15,3561.81,33.55608,58.61863,5.0944552,3.6
2020-01-10,16,3502.86,33.06319,58.80918,4.996111,3.5
2020-01-10,17,3647.54,34.371758,58.23036,5.2615614,3.7
2020-01-10,18,3864.04,36.75619,56.884983,5.7626233,3.5
2020-01-10,19,3828.14,36.360806,57.108086,5.6795382,3.6
2020-01-10,20,3656.59,34.471428,58.17411,5.282506,3.7
2020-01-10,21,3415.53,32.320133,59.089775,4.8529506,3.3
2020-01-10,22,3116.52,29.392515,59.999504,4.438131,2.4
2020-01-10,23,2620.91,24.539976,61.507397,3.750566,0.9
2020-01-11,0,2166.84,20.454992,62.57209,3.1628895,0.2
2020-01-11,1,1895.42,18.235682,63.150288,2.8308046,0.1
2020-01-11,2,1760.8,17.53322,63.526505,2.6792297,0.1
2020-01-11,3,1686.1,17.22687,63.74185,2.6135113,0.1
2020-01-11,4,1738.95,17.44248,63.588337,2.659808,0.1
2020-01-11,5,2014.08,19.13548,62.882195,2.9715939,0.1
2020-01-11,6,2605.59,24.389978,61.554,3.7293134,0.8
2020-01-11,7,3394.56,32.114815,59.153564,4.8238587,3.3
2020-01-11,8,3991.8,38.164616,56.090073,6.0583453,3.5
2020-01-11,9,4276.91,41.099365,54.509003,6.6731315,3.4
2020-01-11,10,4468.12,42.878216,53.62207,7.04635,3.4
2020-01-11,11,4284.98,41.174446,54.471573,6.6888833,3.4
2020-01-11,12,3937.57,37.56602,56.428062,5.932801,3.5
2020-01-11,13,3447.73,32.602238,58.98739,4.904138,3.4
2020-01-11,14,3270.1,30.896223,59.53224,4.6511936,2.9
2020-01-11,15,3133.86,29.56229,59.946747,4.4621873,2.5
2020-01-11,16,3106.32,29.292645,60.03054,4.42398,2.4
2020-01-11,17,3303.94,31.227552,59.429287,4.6981397,3.0
2020-01-11,18,3584.34,33.744457,58.54579,5.1320424,3.7
2020-01-11,19,3545.8,33.42222,58.67038,5.0677466,3.6
2020-01-11,20,3378.41,31.956694,59.2027,4.801453,3.2
2020-01-11,21,3204.96,30.258436,59.730423,4.5608244,2.7
2020-01-11,22,2905.92,27.330519,60.64026,4.1459637,1.8
2020-01-11,23,2491.69,23.274776,61.900543,3.571299,0.5
2020-01-12,0,2059.71,19.529623,62.789566,3.0287333,0.2
2020-01-12,1,1792.76,17.67295,63.436302,2.7091992,0.1
2020-01-12,2,1663.9,17.137136,63.807186,2.594212,0.1
2020-01-12,3,1605.82,16.902735,63.978294,2.5439937,0.1
2020-01-12,4,1641.37,17.046064,63.873505,2.5746245,0.1
2020-01-12,5,1838.3,17.922575,63.309425,2.763144,0.1
2020-01-12,6,2302.76,21.629042,62.29619,3.3330953,0.3
2020-01-12,7,2953.36,27.795012,60.49591,4.2117777,1.9
2020-01-12,8,3597.51,33.854572,58.50322,5.154013,3.7
2020-01-12,9,4008.73,38.35197,55.984215,6.097552,3.4
2020-01-12,10,4299.11,41.305897,54.40603,6.7164626,3.4
2020-01-12,11,4224.75,40.614124,54.750954,6.571322,3.4
2020-01-12,12,3953.77,37.744442,56.327396,5.970293,3.5
2020-01-12,13,3426.53,32.42498,59.05593,4.8687716,3.4
2020-01-12,14,3152.83,29.748026,59.88903,4.488505,2.5
2020-01-12,15,2961.11,27.870886,60.472332,4.2225294,1.9
2020-01-12,16,2908.51,27.355879,60.63237,4.1495566,1.8
2020-01-12,17,3060.65,28.84549,60.169487,4.360622,2.2
2020-01-12,18,3359.39,31.770464,59.260574,4.775066,3.1
2020-01-12,19,3340.96,31.590014,59.316643,4.749498,3.1
2020-01-12,20,3194.64,30.15739,59.761818,4.5465074,2.6
2020-01-12,21,3034.85,28.59288,60.24798,4.3248296,2.2
2020-01-12,22,2778.37,26.081675,61.028328,3.9690127,1.4
2020-01-12,23,2351.9,22.053505,62.196426,3.3946311,0.4
2020-01-13,0,1934.35,18.483063,63.048203,2.8748055,0.1
2020-01-13,1,1707.41,17.313007,63.67913,2.632038,0.1
2020-01-13,2,1602.18,16.888681,63.98929,2.5413237,0.1
2020-01-13,3,1556.84,16.713598,64.12643,2.508099,0.1
2020-01-13,4,1636.93,17.028116,63.88657,2.5707653,0.1
2020-01-13,5,2024.77,19.22782,62.860504,2.9849799,0.1
2020-01-13,6,2896.93,27.242498,60.667603,4.133492,1.7
2020-01-13,7,3700.81,34.958447,57.89933,5.384848,3.6
2020-01-13,8,4041.97,38.719795,55.776363,6.1745276,3.4
2020-01-13,9,4248.99,40.839626,54.638508,6.6186357,3.4
2020-01-13,10,4339.88,41.68519,54.216923,6.796041,3.4
2020-01-13,11,4325.35,41.550014,54.284313,6.7676806,3.4
2020-01-13,12,4077.29,39.110645,55.55551,6.2563214,3.4
2020-01-13,13,3688.99,34.828266,57.97278,5.3574924,3.7
2020-01-13,14,3632.14,34.20214,58.32605,5.22592,3.7
2020-01-13,15,3499.89,33.038353,58.81878,4.991155,3.5
2020-01-13,16,3401.67,32.184433,59.131943,4.8337216,3.3
2020-01-13,17,3511.71,33.137188,58.78058,5.010875,3.5
2020-01-13,18,3657.69,34.48354,58.167282,5.285053,3.7
2020-01-13,19,3541.96,33.390114,58.682796,5.0613403,3.6
2020-01-13,20,3356.51,31.742266,59.26934,4.771072,3.1
2020-01-13,21,3101.58,29.246237,60.04496,4.417404,2.4
2020-01-13,22,2853.41,26.816395,60.80002,4.0731163,1.6
2020-01-13,23,2422.78,22.665754,62.052536,3.4833903,0.4
2020-01-14,0,2024.04,19.221512,62.861984,2.9840655,0.1
2020-01-14,1,1784.62,17.632143,63.4591,2.7004042,0.1
2020-01-14,2,1674.25,17.17897,63.776733,2.603209,0.1
2020-01-14,3,1631.77,17.007261,63.901756,2.56628,0.1
2020-01-14,4,1715.68,17.346434,63.654793,2.6392264,0.1
2020-01-14,5,2068.71,19.607363,62.7713,3.0400043,0.2
2020-01-14,6,2913.09,27.400723,60.61844,4.155911,1.8
2020-01-14,7,3701.61,34.96725,57.894356,5.386699,3.6
2020-01-14,8,4093.15,39.28615,55.456337,6.2930493,3.4
2020-01-14,9,4273.8,41.07044,54.52343,6.6670623,3.4
2020-01-14,10,4440.36,42.619953,53.75084,6.992166,3.4
2020-01-14,11,4348.42,41.764633,54.1773,6.8127112,3.4
2020-01-14,12,4084.01,39.18501,55.51349,6.271884,3.4
2020-01-14,13,3618.58,34.0528,58.410316,5.1945367,3.7
2020-01-14,14,3485.58,32.91871,58.865044,4.967283,3.5
2020-01-14,15,3365.45,31.829798,59.242134,4.7834735,3.2
2020-01-14,16,3286.49,31.056696,59.482372,4.673932,2.9
2020-01-14,17,3444.61,32.576153,58.99748,4.8989334,3.4
2020-01-14,18,3685.4,34.78873,57.99509,5.3491836,3.7
2020-01-14,19,3613.91,34.00137,58.43934,5.1837287,3.7
2020-01-14,20,3404.56,32.212727,59.123142,4.837732,3.3
2020-01-14,21,3173.98,29.955107,59.824677,4.5178456,2.6
2020-01-14,22,2889.62,27.170927,60.689842,4.123351,1.7
2020-01-14,23,2421.18,22.65193,62.055794,3.4813867,0.4
2020-01-15,0,1996.66,18.98501,62.917557,2.949779,0.1
2020-01-15,0,1738.11,17.438993,63.590706,2.6590602,0.1
2020-01-15,1,1627.84,16.991377,63.913322,2.5628624,0.1
2020-01-15,1,1585.55,16.824472,64.03957,2.5291183,0.1
2020-01-15,2,1676.37,17.18754,63.770496,2.6050525,0.1
2020-01-15,2,2063.36,19.561152,62.78216,3.033305,0.2
2020-01-15,3,2975.14,28.008253,60.429657,4.241993,2.0
2020-01-15,3,3847.56,36.574688,56.9874,5.724484,3.5
2020-01-15,4,4199.97,40.383595,54.86589,6.5229545,3.4
2020-01-15,4,4421.47,42.444225,53.838463,6.955296,3.4
2020-01-15,5,4479.67,42.98566,53.568497,7.0688944,3.4
2020-01-15,5,4262.85,40.968567,54.57422,6.6456885,3.4
2020-01-15,6,3972.71,37.953377,56.20945,6.0141363,3.5
2020-01-15,6,3551.06,33.466198,58.65338,5.076522,3.6
2020-01-15,7,3449.44,32.616535,58.981865,4.9069915,3.4
2020-01-15,7,3331.17,31.49416,59.346436,4.7359166,3.1
2020-01-15,8,3297.84,31.167826,59.447838,4.6896777,3.0
2020-01-15,8,3366.27,31.837828,59.23964,4.784611,3.2
2020-01-15,9,3712.7,35.089397,57.82544,5.4123664,3.6
2020-01-15,9,3653.72,34.439816,58.191948,5.275864,3.7
2020-01-15,10,3467.2,32.76503,58.924454,4.9366198,3.4
2020-01-15,10,3187.16,30.084154,59.78458,4.5361304,2.6
2020-01-15,11,2873.95,27.017504,60.737526,4.1016116,1.7
2020-01-15,11,2434.28,22.765085,62.0292,3.4977913,0.4
2020-01-15,12,2003.1,19.04064,62.904495,2.9578433,0.1
2020-01-15,12,1759.07,17.526037,63.531403,2.677692,0.1
2020-01-15,13,1641.5,17.04659,63.873116,2.5747375,0.1
2020-01-15,13,1599.28,16.877485,63.998055,2.5391943,0.1
2020-01-15,14,1679.95,17.20201,63.759956,2.6081643,0.1
2020-01-15,14,2083.09,19.731577,62.742107,3.0580125,0.2
2020-01-15,15,3062.05,28.859198,60.16523,4.3625646,2.2
2020-01-15,15,3762.53,35.638203,57.515793,5.5276914,3.6
2020-01-15,16,3947.84,37.679127,56.364235,5.956569,3.5
2020-01-15,16,4187.97,40.271954,54.921547,6.4995317,3.4
2020-01-15,17,4341.5,41.700256,54.209404,6.7992043,3.4
2020-01-15,17,4258.12,40.924564,54.59616,6.6364565,3.4
2020-01-15,18,4009.71,38.36282,55.978085,6.0998206,3.4
2020-01-15,18,3619.2,34.059628,58.406467,5.195972,3.7
2020-01-15,19,3654.03,34.44323,58.190025,5.2765813,3.7
2020-01-15,19,3657.67,34.48332,58.167404,5.285005,3.7
2020-01-15,20,3566.35,33.594036,58.603943,5.1020303,3.6
2020-01-15,20,3662.53,34.53685,58.137207,5.2962537,3.7
2020-01-15,21,3835.06,36.43702,57.06507,5.695554,3.6
2020-01-15,21,3805.44,36.110798,57.249138,5.6270013,3.6
2020-01-15,22,3572.07,33.641865,58.58546,5.1115727,3.6
2020-01-15,22,3296.67,31.15637,59.4514,4.6880555,3.0
2020-01-15,23,2992.93,28.18244,60.37552,4.2666736,2.0
2020-01-15,23,2484.26,23.20203,61.92315,3.560991,0.5
2020-01-16,0,2049.41,19.440657,62.810486,3.015836,0.2
2020-01-16,1,1799.1,17.707706,63.418633,2.7167082,0.1
2020-01-16,2,1680.29,17.203386,63.758953,2.608461,0.1
2020-01-16,3,1633.16,17.01288,63.89766,2.5674884,0.1
2020-01-16,4,1695.49,17.264826,63.714222,2.621675,0.1
2020-01-16,5,2087.5,19.769667,62.733154,3.0635347,0.2
2020-01-16,6,3054.89,28.789091,60.18701,4.3526316,2.2
2020-01-16,7,3847.6,36.57513,56.987144,5.724576,3.5
2020-01-16,8,4137.65,39.77859,55.178074,6.396103,3.4
2020-01-16,9,4376.98,42.03033,54.04483,6.8684573,3.4
2020-01-16,10,4560.51,43.680943,53.223923,7.2151456,3.4
2020-01-16,11,4474.19,42.93468,53.593925,7.0581985,3.4
2020-01-16,12,4236.67,40.725018,54.695656,6.594588,3.4
2020-01-16,13,3811.83,36.18117,57.209435,5.64179,3.6
2020-01-16,14,3717.75,35.145016,57.794056,5.4240537,3.6
2020-01-16,15,3599.07,33.86762,58.498173,5.1566157,3.7
2020-01-16,16,3453.86,32.653492,58.96758,4.914365,3.4
2020-01-16,17,3578.67,33.69705,58.564125,5.122583,3.6
2020-01-16,18,3768.37,35.702526,57.4795,5.541207,3.6
2020-01-16,19,3750.28,35.50329,57.591904,5.4993405,3.6
2020-01-16,20,3492.69,32.978157,58.84206,4.9791446,3.5
2020-01-16,21,3237.17,30.573805,59.632423,4.6055093,2.8
2020-01-16,22,2947.29,27.735575,60.51439,4.2033563,1.9
2020-01-16,23,2496.42,23.32109,61.88616,3.5778608,0.5
2020-01-17,0,2086.89,19.7644,62.734394,3.0627706,0.2
2020-01-17,1,1839.46,17.928938,63.30619,2.7645178,0.1
2020-01-17,2,1706.58,17.309652,63.68158,2.6313157,0.1
2020-01-17,3,1650.32,17.082243,63.847168,2.582406,0.1
2020-01-17,4,1698.3,17.276186,63.705948,2.6241179,0.1
2020-01-17,5,2025.23,19.231794,62.859566,2.9855556,0.1
